subscription_id,industry,country,plan_tier,account_id,a_seats,seats,mrr_amount,is_trial,churn_flag,total_usage_count,total_usage_duration_secs,price_shock_pct,price_post
S-7f5d03,DevTools,FR,Pro,A-22d9d2,8,25,1225.0,False,False,19,8702,0.05,1286.25
S-7f7e38,HealthTech,US,Pro,A-bb1486,41,42,2058.0,False,False,40,15730,-0.1,1852.2
S-7f8cd8,Cybersecurity,UK,Enterprise,A-53f4e3,13,20,3980.0,False,True,75,24874,-0.1,3582.0
S-7f92bd,DevTools,CA,Basic,A-4f18f0,24,24,456.0,False,True,38,12555,0.05,478.8
S-7f9ce5,Cybersecurity,US,Pro,A-00bed1,28,28,1372.0,False,False,66,17597,0.05,1440.6000000000001
S-7fa78f,HealthTech,FR,Enterprise,A-0651a4,16,16,3184.0,False,False,26,10270,0.1,3502.4
S-7fbc53,HealthTech,US,Pro,A-2edab2,17,17,833.0,False,False,46,18012,-0.1,749.7
S-7fc49b,Cybersecurity,US,Pro,A-50bb9f,2,7,343.0,False,False,43,20234,-0.1,308.7
S-7ff88c,Cybersecurity,UK,Pro,A-b7ef83,1,12,588.0,False,False,53,19091,0.1,646.8000000000001
S-80016a,EdTech,IN,Enterprise,A-1b9609,4,5,995.0,False,False,7,2929,0.0,995.0
S-8013f6,Cybersecurity,US,Basic,A-6a7c9d,26,47,893.0,False,True,8,1328,0.0,893.0
S-80199e,Cybersecurity,US,Enterprise,A-50bb9f,2,18,3582.0,False,False,12,1032,0.0,3582.0
S-804965,FinTech,US,Enterprise,A-157070,16,35,6965.0,False,False,54,15808,0.1,7661.500000000001
S-804a70,HealthTech,US,Enterprise,A-4ef964,17,17,3383.0,False,False,77,24108,-0.1,3044.7000000000003
S-804fb3,HealthTech,UK,Basic,A-b7724f,1,71,1349.0,False,False,38,9256,0.1,1483.9
S-8055fa,Cybersecurity,CA,Basic,A-09540c,67,67,1273.0,False,True,46,9951,0.1,1400.3000000000002
S-80632f,EdTech,US,Pro,A-068fc6,35,35,1715.0,False,False,19,1800,0.0,1715.0
S-807f28,DevTools,UK,Enterprise,A-86fc1d,26,26,5174.0,False,False,57,12598,-0.05,4915.3
S-808668,EdTech,US,Pro,A-e351e1,33,33,1617.0,False,False,54,19518,-0.1,1455.3
S-808efb,Cybersecurity,US,Enterprise,A-7da956,13,15,2985.0,False,False,15,3540,0.0,2985.0
S-80af39,Cybersecurity,UK,Basic,A-7f29a7,41,41,779.0,False,False,61,21370,-0.05,740.05
S-80af53,Cybersecurity,US,Enterprise,A-fd7ad3,1,12,2388.0,False,True,55,19389,-0.05,2268.6
S-80c24c,HealthTech,US,Pro,A-139c3b,10,17,833.0,False,True,44,12381,0.05,874.6500000000001
S-80c296,Cybersecurity,US,Pro,A-e888d1,14,17,833.0,False,False,21,7589,-0.1,749.7
S-80f65d,EdTech,US,Basic,A-474ad4,8,23,437.0,False,False,22,7636,-0.05,415.15
S-80fa36,FinTech,US,Pro,A-55f257,9,9,441.0,False,False,36,10500,0.0,441.0
S-8106d9,HealthTech,US,Pro,A-3a5ad8,9,36,1764.0,False,False,70,20898,0.05,1852.2
S-810a67,Cybersecurity,US,Pro,A-592832,18,18,882.0,False,False,34,9250,-0.1,793.8000000000001
S-81caea,HealthTech,CA,Basic,A-3932db,19,19,361.0,False,False,67,23322,0.1,397.1
S-81e9f1,DevTools,AU,Basic,A-05d3b3,9,9,171.0,False,False,36,10682,0.0,171.0
S-81fe83,EdTech,AU,Basic,A-b48f73,80,80,1520.0,False,False,46,15977,-0.05,1444.0
S-827bc4,FinTech,IN,Basic,A-756192,19,23,437.0,False,False,51,15624,-0.05,415.15
S-82989b,EdTech,US,Basic,A-f5641b,31,31,589.0,False,False,35,11574,0.0,589.0
S-82a7dd,DevTools,US,Basic,A-309e54,15,15,285.0,False,False,26,6528,-0.05,270.75
S-82db05,Cybersecurity,IN,Pro,A-417d2f,4,26,1274.0,False,False,43,11259,0.05,1337.7
S-8317da,Cybersecurity,FR,Basic,A-d49cc5,50,50,950.0,False,False,74,23014,-0.1,855.0
S-83b2ee,Cybersecurity,US,Enterprise,A-7c83a1,12,26,5174.0,False,True,19,5413,0.05,5432.7
S-83b708,FinTech,US,Basic,A-2d1036,69,69,1311.0,False,False,66,20140,-0.05,1245.45
S-83c56d,FinTech,US,Enterprise,A-716841,45,45,8955.0,False,False,15,2690,0.1,9850.5
S-83ee75,DevTools,US,Pro,A-439b2f,1,26,1274.0,False,False,11,3380,-0.1,1146.6000000000001
S-83f2e5,FinTech,UK,Enterprise,A-e1462e,15,29,5771.0,False,False,66,15176,-0.1,5193.900000000001
S-846d41,HealthTech,IN,Enterprise,A-1986ca,20,28,5572.0,False,False,82,22664,0.0,5572.0
S-847173,DevTools,DE,Basic,A-c1dfe1,26,33,627.0,False,False,32,8370,0.0,627.0
S-84c44b,DevTools,CA,Basic,A-9bfc9f,53,53,1007.0,False,False,66,14421,0.1,1107.7
S-84e146,EdTech,UK,Basic,A-d82ef9,26,53,1007.0,False,True,41,12944,-0.1,906.3000000000001
S-85022b,Cybersecurity,US,Basic,A-d62e02,6,6,114.0,False,False,55,15333,0.1,125.4
S-851743,Cybersecurity,US,Pro,A-443b7c,1,13,637.0,False,False,42,12930,0.0,637.0
S-853f5d,DevTools,US,Basic,A-bcf664,5,13,247.0,False,False,30,15876,0.0,247.0
S-856241,DevTools,US,Basic,A-32fb14,26,26,494.0,False,False,57,20061,-0.1,444.6
S-85796b,DevTools,US,Enterprise,A-f19409,23,23,4577.0,False,True,76,29613,0.05,4805.85
S-859ee0,DevTools,US,Enterprise,A-8bde0c,12,28,5572.0,False,False,48,11401,-0.05,5293.4
S-85ba19,DevTools,US,Enterprise,A-6965e1,13,13,2587.0,False,False,61,15099,0.0,2587.0
S-85ddea,FinTech,US,Enterprise,A-cc1d8d,5,5,995.0,False,False,18,9514,0.0,995.0
S-85eb8f,HealthTech,US,Enterprise,A-59f724,3,22,4378.0,False,False,97,38355,0.05,4596.900000000001
S-85f2ab,DevTools,US,Pro,A-180abf,64,64,3136.0,False,False,33,4837,0.05,3292.8
S-862572,Cybersecurity,US,Basic,A-6e08f3,8,8,152.0,False,False,25,5559,0.1,167.20000000000002
S-86455a,EdTech,IN,Pro,A-1b9609,4,12,588.0,False,False,61,12124,0.1,646.8000000000001
S-86571c,DevTools,UK,Enterprise,A-d26ab4,9,33,6567.0,False,False,21,8628,-0.05,6238.65
S-86615c,Cybersecurity,US,Enterprise,A-592832,18,26,5174.0,False,False,76,29313,-0.05,4915.3
S-86673a,DevTools,US,Basic,A-ced9aa,3,22,418.0,False,False,73,23251,-0.1,376.2
S-868325,EdTech,US,Basic,A-ac85cd,53,53,1007.0,False,False,76,20057,0.1,1107.7
S-869430,Cybersecurity,US,Pro,A-9affe6,7,29,1421.0,False,False,21,2556,0.0,1421.0
S-869978,Cybersecurity,US,Enterprise,A-443f6f,19,19,3781.0,False,False,69,15857,0.1,4159.1
S-86bcda,DevTools,US,Basic,A-4a4c2d,54,54,1026.0,False,False,19,3972,0.0,1026.0
S-86d360,EdTech,AU,Basic,A-b48f73,80,80,1520.0,False,False,60,20231,0.05,1596.0
S-86ed20,HealthTech,US,Enterprise,A-3f9cc0,22,22,4378.0,False,False,53,17301,0.1,4815.8
S-8738af,FinTech,US,Pro,A-84ebe4,18,34,1666.0,False,False,36,15363,0.05,1749.3000000000002
S-873a22,DevTools,UK,Enterprise,A-fabe19,1,12,2388.0,False,False,24,6732,-0.05,2268.6
S-875645,FinTech,US,Basic,A-2d1036,69,69,1311.0,False,False,80,23171,-0.05,1245.45
S-875cf3,Cybersecurity,US,Enterprise,A-54ecc2,4,30,5970.0,False,False,72,18894,-0.1,5373.0
S-8789b0,DevTools,AU,Basic,A-eb7c38,5,9,171.0,False,True,58,18694,0.1,188.10000000000002
S-879b43,EdTech,US,Enterprise,A-3cc791,6,6,1194.0,False,False,78,23645,0.05,1253.7
S-87d801,Cybersecurity,US,Pro,A-443b7c,1,5,245.0,False,False,46,8874,0.0,245.0
S-87db32,HealthTech,FR,Enterprise,A-526d93,43,49,9751.0,False,False,19,1337,-0.05,9263.449999999999
S-87e8d3,Cybersecurity,AU,Enterprise,A-8145a0,2,4,796.0,False,False,98,41045,-0.05,756.1999999999999
S-87ebe6,Cybersecurity,UK,Enterprise,A-d27f50,44,44,8756.0,False,False,63,17627,0.0,8756.0
S-88bc66,DevTools,US,Pro,A-544d0a,2,43,2107.0,False,False,22,1892,0.05,2212.35
S-88c79e,Cybersecurity,US,Enterprise,A-e3bd71,31,31,6169.0,False,True,18,4776,0.05,6477.450000000001
S-88d746,FinTech,US,Enterprise,A-0aaf6e,3,18,3582.0,False,False,47,9070,0.1,3940.2000000000003
S-890baf,DevTools,US,Pro,A-6e7827,1,3,147.0,False,False,79,20653,0.1,161.70000000000002
S-891976,FinTech,US,Basic,A-95b24a,38,38,722.0,False,False,59,16242,-0.1,649.8000000000001
S-8921cb,Cybersecurity,US,Enterprise,A-50bb9f,2,35,6965.0,False,False,56,27739,-0.05,6616.75
S-8932ce,FinTech,US,Basic,A-fa3095,70,70,1330.0,False,False,23,8335,0.1,1463.0000000000002
S-8942cf,Cybersecurity,CA,Pro,A-7dacce,12,12,588.0,False,False,19,3796,0.05,617.4
S-894692,EdTech,US,Pro,A-c62e55,1,17,833.0,False,False,56,13812,0.0,833.0
S-8966c9,DevTools,US,Basic,A-cd458b,10,27,513.0,False,False,80,24480,0.05,538.65
S-897d69,DevTools,US,Pro,A-0a282f,1,55,2695.0,False,False,24,7867,-0.05,2560.25
S-8985d3,EdTech,CA,Basic,A-016043,4,26,494.0,False,False,52,13499,0.05,518.7
S-899319,DevTools,US,Enterprise,A-560d27,23,57,11343.0,False,False,32,8944,-0.1,10208.7
S-89c03a,DevTools,CA,Pro,A-8ae3fc,9,9,441.0,False,False,46,15561,-0.05,418.95
S-89e27e,HealthTech,US,Basic,A-94f8c9,13,13,247.0,False,False,57,10702,0.0,247.0
S-89e98a,Cybersecurity,US,Pro,A-c222ab,32,32,1568.0,False,False,124,28208,-0.1,1411.2
S-8a37c8,EdTech,UK,Pro,A-054577,2,8,392.0,False,False,78,24693,-0.05,372.4
S-8a46fe,HealthTech,DE,Enterprise,A-7d514c,17,17,3383.0,False,False,143,36314,0.0,3383.0
S-8a50a0,DevTools,US,Basic,A-cb5333,33,33,627.0,False,False,71,23647,-0.1,564.3000000000001
S-8a7e47,Cybersecurity,US,Basic,A-c7ffc2,30,49,931.0,False,False,43,15466,-0.1,837.9
S-8ae804,Cybersecurity,DE,Enterprise,A-0dbdc6,30,50,9950.0,False,False,57,12523,-0.05,9452.5
S-8b0498,DevTools,US,Pro,A-180abf,64,64,3136.0,False,False,34,6054,0.1,3449.6000000000004
S-8b0950,DevTools,UK,Enterprise,A-dfbd31,14,14,2786.0,False,False,37,11973,-0.1,2507.4
S-8b24a0,DevTools,US,Pro,A-309e54,15,33,1617.0,False,True,29,8576,-0.1,1455.3
S-8b52b5,DevTools,DE,Enterprise,A-c1dfe1,26,26,5174.0,False,False,85,23315,0.0,5174.0
S-8b9889,HealthTech,US,Pro,A-ac9111,21,21,1029.0,False,False,65,25711,0.05,1080.45
S-8b9deb,DevTools,US,Pro,A-6c093d,7,7,343.0,False,True,118,40429,-0.05,325.84999999999997
S-8bab7f,DevTools,FR,Basic,A-72799b,20,20,380.0,False,True,49,14540,-0.05,361.0
S-8bac4e,FinTech,US,Pro,A-558c72,12,12,588.0,False,False,23,8667,0.1,646.8000000000001
S-8bf576,Cybersecurity,DE,Enterprise,A-cbbe12,40,40,7960.0,False,False,37,5177,0.1,8756.0
S-8bfab5,Cybersecurity,IN,Pro,A-af0cd2,19,19,931.0,False,True,94,27775,-0.05,884.4499999999999
S-8c9649,EdTech,US,Pro,A-c9bb3e,5,10,490.0,False,False,61,20198,0.1,539.0
S-8cc2e2,Cybersecurity,US,Pro,A-4437e4,3,27,1323.0,False,False,61,14000,0.0,1323.0
S-8cd315,FinTech,US,Enterprise,A-c1e51e,3,55,10945.0,False,False,61,18286,-0.05,10397.75
S-8cec59,DevTools,UK,Enterprise,A-3c1a3f,1,14,2786.0,False,True,63,26418,0.1,3064.6000000000004
S-8d122e,DevTools,US,Enterprise,A-e6afc1,1,16,3184.0,False,False,103,22144,-0.05,3024.7999999999997
S-8d3495,DevTools,US,Basic,A-cbd1a3,6,37,703.0,False,False,71,25629,0.05,738.15
S-8d516f,DevTools,US,Enterprise,A-d535f6,12,12,2388.0,False,False,22,4842,-0.1,2149.2000000000003
S-8d89a8,HealthTech,US,Enterprise,A-5f2961,4,16,3184.0,False,False,36,10464,-0.05,3024.7999999999997
S-8d8dd0,HealthTech,US,Enterprise,A-902ef7,83,83,16517.0,False,False,36,14000,-0.1,14865.300000000001
S-8db104,FinTech,US,Pro,A-4a267b,25,25,1225.0,False,False,38,10573,0.1,1347.5
S-8dd1cf,DevTools,US,Basic,A-4d1e75,20,20,380.0,False,False,55,13861,-0.1,342.0
S-8dd1f6,DevTools,UK,Pro,A-098560,1,12,588.0,False,False,22,2525,-0.05,558.6
S-8ddc89,DevTools,AU,Enterprise,A-bd4513,50,50,9950.0,False,False,34,8905,0.05,10447.5
S-8e3b74,EdTech,US,Enterprise,A-08e34e,14,29,5771.0,False,False,45,12583,0.1,6348.1
S-8e5be7,DevTools,US,Pro,A-5ed98d,24,24,1176.0,False,False,24,6896,-0.05,1117.2
S-8e5d9f,Cybersecurity,US,Enterprise,A-922109,3,41,8159.0,False,False,34,14106,0.1,8974.900000000001
S-8e5df4,Cybersecurity,CA,Basic,A-b3fe05,8,15,285.0,False,False,16,5376,0.0,285.0
S-8e602b,HealthTech,US,Pro,A-a33200,29,29,1421.0,False,False,49,11393,-0.1,1278.9
S-8e6903,FinTech,US,Basic,A-bd4708,37,37,703.0,False,False,71,21643,0.0,703.0
S-8e701b,Cybersecurity,US,Enterprise,A-4437e4,3,3,597.0,False,False,27,13968,-0.05,567.15
S-8eae4e,DevTools,US,Enterprise,A-db5e9e,4,16,3184.0,False,False,80,36079,0.05,3343.2000000000003
S-8eb6df,Cybersecurity,US,Enterprise,A-c7ffc2,30,30,5970.0,False,False,27,7527,0.1,6567.000000000001
S-8eb955,Cybersecurity,US,Basic,A-bcbe98,46,46,874.0,False,False,62,19763,-0.1,786.6
S-8ed77f,FinTech,UK,Pro,A-8b0451,41,41,2009.0,False,False,86,26126,0.1,2209.9
S-8ed780,FinTech,US,Basic,A-bc87bc,3,13,247.0,False,False,47,14052,-0.05,234.64999999999998
S-8faa60,HealthTech,AU,Pro,A-328bd0,18,39,1911.0,False,True,44,19698,0.1,2102.1000000000004
S-8fb49f,HealthTech,US,Enterprise,A-8e47ca,19,20,3980.0,False,False,33,3873,-0.1,3582.0
S-8fbabd,DevTools,US,Enterprise,A-aa9511,23,25,4975.0,False,True,68,21321,-0.05,4726.25
S-8fcce1,DevTools,US,Pro,A-ccb686,10,19,931.0,False,False,86,29849,0.1,1024.1000000000001
S-8fd22d,FinTech,US,Enterprise,A-354f12,1,1,199.0,False,False,45,15681,0.05,208.95000000000002
S-8fd62c,Cybersecurity,AU,Enterprise,A-8145a0,2,2,398.0,False,False,85,24209,-0.05,378.09999999999997
S-8fd98a,DevTools,US,Enterprise,A-f19409,23,40,7960.0,False,False,68,13389,-0.05,7562.0
S-8ff318,EdTech,DE,Pro,A-e7beab,5,5,245.0,False,True,71,27806,0.05,257.25
S-905752,DevTools,US,Basic,A-bcf664,5,30,570.0,False,False,48,12254,0.0,570.0
S-906b0c,EdTech,US,Pro,A-712533,18,18,882.0,False,False,12,5256,-0.1,793.8000000000001
S-907e70,HealthTech,US,Basic,A-993085,31,31,589.0,False,False,47,7772,0.0,589.0
S-9093cf,EdTech,UK,Enterprise,A-8ed5dd,5,30,5970.0,False,False,13,3783,0.1,6567.000000000001
S-909612,FinTech,US,Enterprise,A-151c9a,23,23,4577.0,False,False,86,23380,0.05,4805.85
S-909b7f,DevTools,US,Enterprise,A-eafc6e,27,27,5373.0,False,False,23,5117,0.0,5373.0
S-90d405,Cybersecurity,US,Enterprise,A-d62e02,6,6,1194.0,False,False,33,16787,-0.05,1134.3
S-911e27,FinTech,CA,Basic,A-4c6f11,24,35,665.0,False,False,48,19698,0.1,731.5000000000001
S-9122a4,Cybersecurity,IN,Enterprise,A-883b7d,17,25,4975.0,False,False,57,15901,0.1,5472.5
S-913134,FinTech,US,Basic,A-bbc346,19,40,760.0,False,False,18,5076,0.0,760.0
S-9161b0,DevTools,US,Enterprise,A-4d1e75,20,62,12338.0,False,False,30,12258,0.0,12338.0
S-916876,DevTools,US,Pro,A-5ed98d,24,24,1176.0,False,False,55,15402,0.05,1234.8
S-91c435,DevTools,UK,Basic,A-dfbd31,14,14,266.0,False,False,58,7323,-0.1,239.4
S-91e96a,HealthTech,DE,Enterprise,A-970c97,14,14,2786.0,False,False,50,18621,0.0,2786.0
S-9220c9,Cybersecurity,IN,Pro,A-417d2f,4,4,196.0,False,False,54,11805,0.0,196.0
S-924925,DevTools,US,Pro,A-4d1e75,20,31,1519.0,False,False,49,10481,-0.05,1443.05
S-927235,FinTech,US,Basic,A-e61e98,19,19,361.0,False,False,21,2256,0.1,397.1
S-92795b,EdTech,AU,Basic,A-e36807,6,81,1539.0,False,False,42,15366,-0.1,1385.1000000000001
S-92a38d,HealthTech,US,Basic,A-779e4e,5,19,361.0,False,False,32,10518,-0.05,342.95
S-92ae0a,EdTech,AU,Enterprise,A-91e948,41,41,8159.0,False,False,98,37335,0.05,8566.95
S-92dbcc,HealthTech,US,Pro,A-faa28c,48,48,2352.0,False,False,42,16758,0.05,2469.6
S-92dede,EdTech,US,Basic,A-9208f0,1,4,76.0,False,False,36,9786,0.0,76.0
S-92e8cb,FinTech,US,Pro,A-d4e0d4,117,117,5733.0,False,False,47,12618,0.0,5733.0
S-92f4b4,FinTech,IN,Basic,A-6da850,5,18,342.0,False,False,15,5385,0.05,359.1
S-92f78a,Cybersecurity,US,Enterprise,A-6e08f3,8,11,2189.0,False,False,47,13742,0.0,2189.0
S-934f6d,Cybersecurity,AU,Pro,A-40a557,16,16,784.0,False,False,39,9806,-0.1,705.6
S-93592e,HealthTech,US,Pro,A-202b67,11,61,2989.0,False,False,32,5925,0.0,2989.0
S-937207,DevTools,US,Enterprise,A-8bde0c,12,12,2388.0,False,False,37,16239,0.1,2626.8
S-938952,Cybersecurity,UK,Pro,A-df1e44,12,12,588.0,False,False,33,10416,0.0,588.0
S-9395a2,FinTech,IN,Basic,A-0e966d,11,11,209.0,False,False,70,18726,-0.05,198.54999999999998
S-93dc0e,HealthTech,US,Enterprise,A-8e47ca,19,25,4975.0,False,True,52,20234,-0.1,4477.5
S-93f835,EdTech,FR,Pro,A-5a215a,87,87,4263.0,False,False,68,18798,-0.05,4049.85
S-942caf,DevTools,CA,Basic,A-812c5b,55,71,1349.0,False,False,116,32100,-0.05,1281.55
S-94471b,EdTech,US,Basic,A-ffc04f,13,13,247.0,False,False,107,35721,0.1,271.70000000000005
S-9464f8,DevTools,US,Basic,A-eb7fac,7,26,494.0,False,False,46,17133,-0.1,444.6
S-94c6a5,Cybersecurity,US,Pro,A-40de06,28,28,1372.0,False,False,20,4569,-0.1,1234.8
S-94fa70,Cybersecurity,US,Pro,A-1b7577,4,41,2009.0,False,False,71,17982,-0.1,1808.1000000000001
S-951053,Cybersecurity,IN,Pro,A-4814a3,87,87,4263.0,False,False,55,10623,-0.1,3836.7000000000003
S-95c2e3,DevTools,DE,Pro,A-86cdb4,2,8,392.0,False,False,81,29418,-0.1,352.8
S-95d1dd,EdTech,US,Enterprise,A-c58f49,70,70,13930.0,False,False,13,5352,0.1,15323.000000000002
S-965b1c,EdTech,US,Pro,A-a8d89d,13,14,686.0,False,False,20,7934,0.0,686.0
S-966a44,EdTech,US,Enterprise,A-f5641b,31,31,6169.0,False,True,40,16446,-0.05,5860.549999999999
S-969aac,HealthTech,IN,Enterprise,A-37f969,30,30,5970.0,False,False,11,1573,-0.1,5373.0
S-969c1d,Cybersecurity,UK,Basic,A-5b4ebb,21,29,551.0,False,False,32,3678,0.0,551.0
S-96bb5c,FinTech,UK,Basic,A-832ec2,4,12,228.0,False,False,48,9885,0.0,228.0
S-96e3e8,DevTools,US,Basic,A-d3c88e,16,16,304.0,False,False,41,20851,-0.05,288.8
S-96fb48,FinTech,UK,Pro,A-1f7acb,64,64,3136.0,False,False,44,16207,0.1,3449.6000000000004
S-9740c1,EdTech,US,Enterprise,A-9f0b68,10,10,1990.0,False,False,67,20440,0.05,2089.5
S-977d49,Cybersecurity,US,Enterprise,A-a865bd,38,38,7562.0,False,False,71,11778,0.05,7940.1
S-979365,Cybersecurity,US,Pro,A-bb2f49,8,68,3332.0,False,False,90,30265,0.0,3332.0
S-97a57b,Cybersecurity,US,Enterprise,A-a0ca4e,11,26,5174.0,False,False,39,11159,-0.05,4915.3
S-98126d,Cybersecurity,AU,Basic,A-8145a0,2,12,228.0,False,False,14,2826,0.05,239.4
S-9828eb,DevTools,US,Pro,A-cb6cc6,13,25,1225.0,False,False,40,14214,0.0,1225.0
S-9842bb,Cybersecurity,IN,Enterprise,A-4814a3,87,87,17313.0,False,False,47,10533,0.1,19044.300000000003
S-984423,DevTools,UK,Enterprise,A-96e141,14,25,4975.0,False,False,20,8845,0.05,5223.75
S-9871f4,HealthTech,US,Basic,A-8e47ca,19,19,361.0,False,False,33,14565,0.0,361.0
S-987539,HealthTech,US,Enterprise,A-9c18c4,11,19,3781.0,False,False,43,14000,0.0,3781.0
S-991f61,FinTech,UK,Basic,A-5247b3,16,18,342.0,False,False,59,24759,-0.1,307.8
S-99271f,Cybersecurity,US,Enterprise,A-d62e02,6,27,5373.0,False,False,59,15260,0.1,5910.3
S-9a065e,Cybersecurity,IN,Pro,A-92a3af,25,25,1225.0,False,False,16,7496,-0.1,1102.5
S-9a115f,EdTech,US,Enterprise,A-f5641b,31,45,8955.0,False,False,35,14825,-0.05,8507.25
S-9a6596,FinTech,US,Basic,A-503d5a,4,49,931.0,False,False,71,18518,-0.1,837.9
S-9a8646,DevTools,UK,Basic,A-098560,1,10,190.0,False,False,42,8407,-0.1,171.0
S-9a8d01,FinTech,UK,Pro,A-751c58,15,33,1617.0,False,False,39,6668,0.05,1697.8500000000001
S-9ac7cb,DevTools,US,Pro,A-712f1c,17,18,882.0,False,False,66,17550,0.0,882.0
S-9acc7f,Cybersecurity,US,Enterprise,A-4437e4,3,16,3184.0,False,False,58,22564,0.1,3502.4
S-9ae8de,HealthTech,US,Pro,A-779e4e,5,21,1029.0,False,False,24,7800,-0.1,926.1
S-9af385,FinTech,US,Basic,A-157070,16,27,513.0,False,False,41,10359,0.1,564.3000000000001
S-9b08ae,HealthTech,IN,Pro,A-ccabf0,1,21,1029.0,False,False,66,20981,-0.1,926.1
S-9b493e,Cybersecurity,US,Basic,A-5b051a,22,22,418.0,False,False,71,16650,-0.05,397.09999999999997
S-9b5676,Cybersecurity,DE,Pro,A-1e50e0,19,98,4802.0,False,False,41,9925,-0.1,4321.8
S-9b5be4,EdTech,US,Enterprise,A-ffdfd5,3,4,796.0,False,False,59,13308,0.05,835.8000000000001
S-9b8167,EdTech,UK,Pro,A-054577,2,29,1421.0,False,False,45,16693,0.0,1421.0
S-9b96c2,HealthTech,IN,Enterprise,A-02cd81,44,44,8756.0,False,False,38,9879,-0.05,8318.199999999999
S-9bf16e,DevTools,AU,Pro,A-533452,9,9,441.0,False,True,67,19727,-0.1,396.90000000000003
S-9bf1a0,HealthTech,CA,Basic,A-3932db,19,41,779.0,False,False,40,18843,0.1,856.9000000000001
S-9c0df6,Cybersecurity,IN,Pro,A-883b7d,17,41,2009.0,False,True,54,16443,-0.05,1908.55
S-9c19fe,DevTools,AU,Enterprise,A-bd4513,50,50,9950.0,False,False,53,14055,-0.05,9452.5
S-9c1bcb,HealthTech,US,Basic,A-17939a,1,51,969.0,False,False,60,12072,-0.1,872.1
S-9c4bcd,Cybersecurity,US,Pro,A-a7bd4b,5,5,245.0,False,False,86,27809,-0.05,232.75
S-9c6bd0,HealthTech,UK,Basic,A-075038,17,17,323.0,False,False,68,19645,0.1,355.3
S-9c8d9e,HealthTech,US,Pro,A-5f2961,4,24,1176.0,False,False,37,14256,-0.05,1117.2
S-9cb1f7,Cybersecurity,US,Pro,A-118d55,8,17,833.0,False,False,31,9436,0.1,916.3000000000001
S-9cb6a7,Cybersecurity,UK,Basic,A-7f29a7,41,41,779.0,False,False,14,4186,-0.1,701.1
S-9cca23,HealthTech,US,Enterprise,A-3a5ad8,9,9,1791.0,False,False,33,5759,0.0,1791.0
S-9cd745,DevTools,FR,Enterprise,A-cab532,11,11,2189.0,False,False,33,8326,-0.05,2079.5499999999997
S-9ce22d,DevTools,US,Pro,A-726cfa,11,42,2058.0,False,False,136,30397,0.0,2058.0
S-9d505c,DevTools,US,Basic,A-8bde0c,12,61,1159.0,False,False,19,6244,0.1,1274.9
S-9d78e2,DevTools,US,Enterprise,A-d3c88e,16,47,9353.0,False,False,38,10271,-0.05,8885.35
S-9d7fa9,Cybersecurity,US,Pro,A-a865bd,38,38,1862.0,False,False,37,14644,0.05,1955.1000000000001
S-9d8525,DevTools,FR,Enterprise,A-cab532,11,11,2189.0,False,False,94,24091,0.0,2189.0
S-9dcef8,HealthTech,US,Basic,A-b30291,5,41,779.0,False,False,28,5306,-0.05,740.05
S-9de4eb,EdTech,AU,Enterprise,A-039727,25,25,4975.0,False,False,38,6741,0.0,4975.0
S-9def16,EdTech,IN,Enterprise,A-c16101,7,22,4378.0,False,False,66,18412,-0.05,4159.099999999999
S-9df4f6,Cybersecurity,US,Basic,A-9174e0,37,37,703.0,False,False,30,4857,-0.1,632.7
S-9e15d0,FinTech,US,Pro,A-02fac6,22,22,1078.0,False,False,23,2172,0.0,1078.0
S-9e450b,Cybersecurity,US,Enterprise,A-89ee83,1,23,4577.0,False,True,34,13893,0.05,4805.85
S-9e6a18,HealthTech,DE,Pro,A-7d514c,17,21,1029.0,False,False,31,7523,0.05,1080.45
S-9e6f0c,Cybersecurity,US,Basic,A-c70870,31,31,589.0,False,False,18,2450,0.1,647.9000000000001
S-9ea111,Cybersecurity,US,Enterprise,A-0354fe,34,34,6766.0,False,False,49,14484,-0.05,6427.7
S-9eb13e,HealthTech,UK,Basic,A-4c38bc,36,36,684.0,False,False,14,2932,0.0,684.0
S-9eb2c5,HealthTech,US,Basic,A-bb3bd4,23,23,437.0,False,False,66,13182,0.1,480.70000000000005
S-9ee11d,Cybersecurity,US,Pro,A-104f1a,24,24,1176.0,False,False,56,26773,0.0,1176.0
S-9eeb7e,Cybersecurity,CA,Basic,A-029f69,3,11,209.0,False,False,75,27548,-0.05,198.54999999999998
S-9efd1b,EdTech,UK,Basic,A-6a4e2d,9,20,380.0,False,False,51,20319,0.05,399.0
S-9f38a5,HealthTech,US,Basic,A-cc102e,13,13,247.0,False,False,16,1640,-0.1,222.3
S-9f479f,FinTech,US,Basic,A-d5a319,15,17,323.0,False,False,62,24225,0.05,339.15000000000003
S-9f4914,Cybersecurity,IN,Basic,A-417d2f,4,37,703.0,False,False,17,1928,0.1,773.3000000000001
S-9f57f5,DevTools,UK,Enterprise,A-96e141,14,14,2786.0,False,False,26,4921,-0.1,2507.4
S-9f7ef0,Cybersecurity,CA,Enterprise,A-b3fe05,8,46,9154.0,False,False,22,5126,0.1,10069.400000000001
S-9f9dfe,EdTech,US,Pro,A-c62e55,1,30,1470.0,False,False,30,12482,-0.05,1396.5
S-9fa080,FinTech,US,Enterprise,A-c1e51e,3,29,5771.0,False,False,95,17156,-0.1,5193.900000000001
S-a01aad,DevTools,US,Enterprise,A-5f7781,22,22,4378.0,False,False,69,20798,0.1,4815.8
